Date,Rank,Points,Rider,Team,Year,Race,UCI Class,Type,Code,Series,Race days,UCI Category,Classification
10-Jun-21,1,20,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Baloise Belgium Tour,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
10-Jun-21,1,5,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Baloise Belgium Tour,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
11-Jun-21,1,5,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Baloise Belgium Tour,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
12-Jun-21,1,5,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Baloise Belgium Tour,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
13-Jun-21,1,200,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Baloise Belgium Tour,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
16-Jun-21,2,30,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Championnats Nationaux Route - Belgique,CN,Championships,CN ME ITT,Other,1,CN,ME ITT
20-Jun-21,3,60,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Championnats Nationaux Route - Belgique,CN,Championships,CN ME RR,Other,1,CN,ME RR
24-Jul-21,49,10,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Jeux Olympiques / Olympic Games - IRR,JO,Championships,JO ME RR,Other,1,JO,ME RR
28-Jul-21,9,60,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Jeux Olympiques / Olympic Games - ITT,JO,Championships,JO ME ITT,Other,1,JO,ME ITT
12-Aug-21,1,20,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,PostNord Danmark Rundt - Tour of Denmark,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
12-Aug-21,1,5,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,PostNord Danmark Rundt - Tour of Denmark,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
13-Aug-21,1,5,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,PostNord Danmark Rundt - Tour of Denmark,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
14-Aug-21,1,200,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,PostNord Danmark Rundt - Tour of Denmark,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
14-Aug-21,1,20,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,PostNord Danmark Rundt - Tour of Denmark,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
26-Aug-21,1,125,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Druivenkoers - Overijse,1.1,One Day,C1 GC,Other,1,1.1,GC
28-Aug-21,1,200,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Brussels Cycling Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
9-Sep-21,3,40,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,UEC Road European Championships,CC,Championships,CC ME ITT,Other,1,CC,ME ITT
12-Sep-21,2,200,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,UEC Road European Championships,CC,Championships,CC ME RR,Other,1,CC,ME RR
19-Sep-21,3,200,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME ITT,Other,1,CM,ME ITT
2-Oct-21,5,85,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
4-Oct-21,1,200,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Coppa Bernocchi - GP BPM,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
9-Oct-21,19,30,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
17-Oct-21,5,50,EVENEPOEL Remco,QuickStep-AlphaVinyl,2021,Chrono des Nations,1.1,One Day,C1 GC,Other,1,1.1,GC
27-Feb-21,3,215,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,UAE Tour,2.UWT,Stage Race,Tier 5 GC,WorldTour,7,Tier 5,GC
6-Mar-21,37,5,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Strade Bianche,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
16-Mar-21,6,175,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
23-Mar-21,3,8,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Volta Ciclista a Catalunya,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
23-Mar-21,1,8,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Volta Ciclista a Catalunya,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
28-Mar-21,7,120,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Volta Ciclista a Catalunya,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
8-May-21,4,12,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
26-May-21,2,40,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
28-May-21,2,40,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
29-May-21,5,4,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
30-May-21,6,320,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 GC,WorldTour,21,Tier 2,GC
30-May-21,5,4,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
18-Jun-21,1,50,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,National Road Championships - Portugal (ME),CN,Championships,CN ME ITT,Other,1,CN,ME ITT
24-Jul-21,13,60,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Jeux Olympiques / Olympic Games - IRR,JO,Championships,JO ME RR,Other,1,JO,ME RR
28-Jul-21,16,10,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Jeux Olympiques / Olympic Games - ITT,JO,Championships,JO ME ITT,Other,1,JO,ME ITT
10-Aug-21,1,50,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
10-Aug-21,1,8,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
11-Aug-21,1,8,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
12-Aug-21,1,50,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
12-Aug-21,1,8,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
13-Aug-21,1,8,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
14-Aug-21,2,20,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
14-Aug-21,1,8,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
15-Aug-21,1,400,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
29-Aug-21,18,5,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Deutschland Tour,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
9-Sep-21,10,3,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,UEC Road European Championships,CC,Championships,CC ME ITT,Other,1,CC,ME ITT
12-Sep-21,14,25,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,UEC Road European Championships,CC,Championships,CC ME RR,Other,1,CC,ME RR
14-Sep-21,1,20,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
14-Sep-21,1,5,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
15-Sep-21,2,10,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
17-Sep-21,2,10,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
17-Sep-21,1,5,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
18-Sep-21,1,200,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
18-Sep-21,2,10,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
26-Sep-21,47,10,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR,Other,1,CM,ME RR
2-Oct-21,2,150,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
6-Oct-21,3,125,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Milano - Torino,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
9-Oct-21,40,10,GONÇALVES ALMEIDA Joao Pedro,QuickStep-AlphaVinyl,2021,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
27-Feb-21,4,100,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Faun-Ardèche Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
28-Feb-21,3,125,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
23-Mar-21,3,0.6,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Settimana Internazionale Coppi e Bartali,2.1,Stage Race,C1 SC,Other,,2.1,SC
27-Mar-21,2,85,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Settimana Internazionale Coppi e Bartali,2.1,Stage Race,C1 GC,Other,5,2.1,GC
27-Mar-21,1,14,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Settimana Internazionale Coppi e Bartali,2.1,Stage Race,C1 SC,Other,,2.1,SC
9-Apr-21,1,50,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Itzulia Basque Country,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
21-Apr-21,42,8,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
25-Apr-21,50,10,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
20-Jun-21,5,40,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,National Road Championships - Denmark,CN,Championships,CN ME RR,Other,1,CN,ME RR
31-Jul-21,3,260,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Donostia San Sebastian Klasikoa,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
15-Aug-21,5,180,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
26-Aug-21,2,85,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Druivenkoers - Overijse,1.1,One Day,C1 GC,Other,1,1.1,GC
29-Aug-21,3,260,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Bretagne Classic - Ouest-France,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
7-Sep-21,2,1.67,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Tour of Britain,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
12-Sep-21,4,100,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Tour of Britain,2.Pro,Stage Race,P GC,ProSeries,8,2.Pro,GC
18-Sep-21,4,100,HONORÉ Mikkel,QuickStep-AlphaVinyl,2021,Primus Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
21-Jul-21,1,20,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,Ethias Tour de Wallonie,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
24-Jul-21,1,20,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,Ethias Tour de Wallonie,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
15-Aug-21,2,40,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
17-Aug-21,1,100,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
18-Aug-21,2,40,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
21-Aug-21,1,100,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
31-Aug-21,1,100,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
5-Sep-21,1,100,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 PC,WorldTour,,Tier 2,PC
19-Sep-21,1,125,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,Gooikse Pijl,1.1,One Day,C1 GC,Other,1,1.1,GC
29-Sep-21,1,200,JAKOBSEN Fabio,QuickStep-AlphaVinyl,2021,Eurométropole Tour,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
27-Feb-21,56,1,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Omloop Het Nieuwsblad Elite,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
14-Mar-21,48,10,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
20-Mar-21,54,5,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
26-Mar-21,13,40,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,E3 Saxo Bank Classic,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
28-Mar-21,14,40,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Gent-Wevelgem in Flanders Fields,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
31-Mar-21,4,175,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Dwars door Vlaanderen - A travers la Flandre,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
4-Apr-21,17,30,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
14-Apr-21,40,3,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
5-Jun-21,3,125,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Dwars door het Hageland,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
10-Jun-21,2,10,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Baloise Belgium Tour,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
13-Jun-21,2,150,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Baloise Belgium Tour,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
16-Jun-21,1,50,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Championnats Nationaux Route - Belgique,CN,Championships,CN ME ITT,Other,1,CN,ME ITT
20-Jun-21,12,1,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Championnats Nationaux Route - Belgique,CN,Championships,CN ME RR,Other,1,CN,ME RR
31-Jul-21,2,85,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Heylen Vastgoed Heistse Pijl,1.1,One Day,C1 GC,Other,1,1.1,GC
29-Aug-21,24,5,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Deutschland Tour,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
7-Sep-21,2,1.67,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Tour of Britain,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
11-Sep-21,1,20,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Tour of Britain,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
12-Sep-21,24,5,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Tour of Britain,2.Pro,Stage Race,P GC,ProSeries,8,2.Pro,GC
18-Sep-21,6,70,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Primus Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
22-Sep-21,7,28.33,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM TTT,Other,1,CM,TTT
3-Oct-21,5,225,LAMPAERT Yves,QuickStep-AlphaVinyl,2021,Paris-Roubaix,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
27-Feb-21,10,50,MASNADA Fausto,QuickStep-AlphaVinyl,2021,UAE Tour,2.UWT,Stage Race,Tier 5 GC,WorldTour,7,Tier 5,GC
28-Mar-21,15,28,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Volta Ciclista a Catalunya,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
2-May-21,3,325,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Tour de Romandie,2.UWT,Stage Race,Tier 3 GC,WorldTour,6,Tier 3,GC
20-Jun-21,2,75,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Championnats Nationaux Route - Italie,CN,Championships,CN ME RR,Other,1,CN,ME RR
18-Sep-21,13,20,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
2-Oct-21,30,5,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
4-Oct-21,3,125,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Coppa Bernocchi - GP BPM,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
6-Oct-21,8,50,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Milano - Torino,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
9-Oct-21,2,400,MASNADA Fausto,QuickStep-AlphaVinyl,2021,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
14-Feb-21,2,150,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Clasica de Almeria,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
27-Feb-21,7,95,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Omloop Het Nieuwsblad Elite,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
14-Mar-21,53,5,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
19-Mar-21,3,125,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Bredene Koksijde Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
26-Mar-21,2,320,SENECHAL Florian,QuickStep-AlphaVinyl,2021,E3 Saxo Bank Classic,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
31-Mar-21,9,60,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Dwars door Vlaanderen - A travers la Flandre,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
4-Apr-21,9,100,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
24-Jul-21,21,5,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Ethias Tour de Wallonie,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
31-Jul-21,16,3,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Heylen Vastgoed Heistse Pijl,1.1,One Day,C1 GC,Other,1,1.1,GC
27-Aug-21,1,100,SENECHAL Florian,QuickStep-AlphaVinyl,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
18-Sep-21,1,200,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Primus Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
26-Sep-21,9,125,SENECHAL Florian,QuickStep-AlphaVinyl,2021,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR,Other,1,CM,ME RR
27-Feb-21,45,5,ARENSMAN Thymen,Team DSM,2021,UAE Tour,2.UWT,Stage Race,Tier 5 GC,WorldTour,7,Tier 5,GC
21-Apr-21,50,8,ARENSMAN Thymen,Team DSM,2021,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
2-May-21,11,70,ARENSMAN Thymen,Team DSM,2021,Tour de Romandie,2.UWT,Stage Race,Tier 3 GC,WorldTour,6,Tier 3,GC
13-Jun-21,55,5,ARENSMAN Thymen,Team DSM,2021,Tour de Suisse,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
7-Aug-21,23,5,ARENSMAN Thymen,Team DSM,2021,Vuelta a Burgos,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
5-Sep-21,3,20,ARENSMAN Thymen,Team DSM,2021,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
18-Sep-21,38,3,ARENSMAN Thymen,Team DSM,2021,Primus Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
1-Oct-21,7,35,ARENSMAN Thymen,Team DSM,2021,Giro di Sicilia - Tour of Sicily,2.1,Stage Race,C1 GC,Other,4,2.1,GC
27-Feb-21,59,1,ARNDT Nikias,Team DSM,2021,UAE Tour,2.UWT,Stage Race,Tier 5 GC,WorldTour,7,Tier 5,GC
15-May-21,3,20,ARNDT Nikias,Team DSM,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
23-May-21,3,20,ARNDT Nikias,Team DSM,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
27-May-21,4,12,ARNDT Nikias,Team DSM,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
5-Jun-21,19,5,ARNDT Nikias,Team DSM,2021,Dwars door het Hageland,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
24-Jul-21,54,5,ARNDT Nikias,Team DSM,2021,Jeux Olympiques / Olympic Games - IRR,JO,Championships,JO ME RR,Other,1,JO,ME RR
28-Jul-21,19,5,ARNDT Nikias,Team DSM,2021,Jeux Olympiques / Olympic Games - ITT,JO,Championships,JO ME ITT,Other,1,JO,ME ITT
13-Aug-21,1,50,ARNDT Nikias,Team DSM,2021,Tour de Pologne,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
5-Sep-21,11,56,ARNDT Nikias,Team DSM,2021,Benelux Tour,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
22-Sep-21,1,100,ARNDT Nikias,Team DSM,2021,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM TTT,Other,1,CM,TTT
6-Mar-21,20,20,BARDET Romain,Team DSM,2021,Strade Bianche,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
16-Mar-21,8,125,BARDET Romain,Team DSM,2021,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
20-Mar-21,27,20,BARDET Romain,Team DSM,2021,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
23-Apr-21,9,40,BARDET Romain,Team DSM,2021,Tour of the Alps,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
24-May-21,2,40,BARDET Romain,Team DSM,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
29-May-21,4,12,BARDET Romain,Team DSM,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
30-May-21,7,260,BARDET Romain,Team DSM,2021,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 GC,WorldTour,21,Tier 2,GC
5-Aug-21,1,20,BARDET Romain,Team DSM,2021,Vuelta a Burgos,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
5-Aug-21,1,5,BARDET Romain,Team DSM,2021,Vuelta a Burgos,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
6-Aug-21,1,5,BARDET Romain,Team DSM,2021,Vuelta a Burgos,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
